,Source,Content
18212,WB-2016-9.txt," But infrastructure does not attract enough capital, especially in developing countries: long-term, largely illiquid investments are not perceived as attractive destinations for global capital"
18213,WB-2016-9.txt, Many countries are simply too poor to generate domestically the needed pool of savings
18214,WB-2016-9.txt, Many others lack local capital markets that are sufficiently developed to transform local liquidity into the patient capital that is needed for longer-term investments
18215,WB-2016-9.txt," Further, public spending is limited by a low tax base (10­20 percent of GDP in many countries) and low debt ceilings"
18216,WB-2016-9.txt,"
Recommendations typically include leveraging private resources to make the most of available capital, which involves well-known steps like improving the investment climate (making sure regulations are clear and predictable and the rule of law and property rights are enforced), developing local capital markets, and providing a pipeline of ""bankable"" projects (Fay et al"
18217,WB-2016-9.txt," Official development assistance (ODA) can play a catalytic role in mobilizing additional resources, but it is constrained by donors' fiscal constraints and remains limited relative to overall needs--at its highest around 2011, it reached about $90 billion"
18218,WB-2016-9.txt,"
Investing better"
18219,WB-2016-9.txt, New and additional investments will reduce the long-term vulnerability of the population--and especially the poorest--only if new infrastructure is designed so that it can absorb climate change and remain efficient in spite of changes in climate and environmental conditions
18220,WB-2016-9.txt,"

The challenge of addressing the long-term risks from climate change in development projects is multifaceted"
18221,WB-2016-9.txt," First, there is high uncertainty as to how global climate change will translate into local changes in environmental conditions, especially for extreme events"
18222,WB-2016-9.txt," Second, climate change is often an exacerbating factor of other development stressors (such as poverty, urbanization, water degradation, increasing population, resource use, and existing natural hazards)"
18223,WB-2016-9.txt," Third, if investment in disaster risk reduction or climate adaptation is designed to maximize economic returns, it will be concentrated toward areas with highest asset values--that is, toward wealthier groups (Füssel 2012; Tschakert, forthcoming)"
18224,WB-2016-9.txt,"
Fortunately, there are innovative ways to manage the long-term, uncertain risks of climate"
18225,WB-2016-9.txt, These approaches seek to identify robust decisions (those that satisfy decision makers' multiple objectives in many plausible futures and over multiple time frames) rather than being optimal in any single best estimate of the future (Bonzanigo and Kalra 2014; Kalra et al
18226,WB-2016-9.txt, 2014; Lempert et al
18227,WB-2016-9.txt, Decision making under uncertainty starts with the options available--from infrastructure to early warning systems--and does not attempt to predict the most likely future(s)
18228,WB-2016-9.txt, The performance of each option is then tested against many different possible future conditions to identify its vulnerabilities
18229,WB-2016-9.txt," Those future conditions include climate, political, and socioeconomic risks"
18230,WB-2016-9.txt,"
At that point, it becomes possible to evaluate the trade-offs among the different options (using different measures of success, like economic return, number of people benefiting, whether poor or nonpoor people are the main beneficiaries) and to identify policies that reduce the vulnerability of future investments"
18231,WB-2016-9.txt," Often, these methods favor soft and flexible options over hard ones--including monitoring systems to make sure risks are systematically assessed throughout the life of the project, so that solutions can be adjusted over time"
18232,WB-2016-9.txt," They also encourage decision makers to look beyond within-sector interventions, and combine prevention and reactive actions

1 0 0  S H O C K W A V E S

BOX 3"
18233,WB-2016-9.txt,"5 In an uncertain future, developing into the wetlands of Colombo is dangerous

Colombo faces recurrent floods that largely affect low-income populations and threaten the city's longterm development"
18234,WB-2016-9.txt," Its urban wetlands have been identified by local agencies as a critical component of its flood protection, but wetlands have declined rapidly in recent years because of continuous infilling, unmanaged development, and land dredging for lakes"
18235,WB-2016-9.txt," In collaboration with government agencies, NGOs, and local universities, a World Bank analysis was conducted to examine the value of Colombo's urban wetlands in the short term and long term and to identify the most viable strategies available to increase the city's flood resilience in an uncertain future (in terms of climate change, urban development patterns, and the resilience of poor communities)"
18236,WB-2016-9.txt," This involved the use of numerous hydrological and socioeconomic scenarios as well as the evaluation of some wetlands benefits (such as ecosystem services for the populations who fish in the wetlands, wastewater treatment, or recreational services)"
18237,WB-2016-9.txt,"

The analysis determined that, if all urban wetlands across the Colombo catchment were lost, in some scenarios the metropolitan area would have to cope with annual average flood losses of about 1 percent of Colombo's GDP in the near future, with significant impacts on the poorest populations--a level of risk considered unacceptable by local decision makers and stakeholders"
18238,WB-2016-9.txt,"
For long-term strategies, trade-offs between urban development, lake creation, and wetland conservation were weighed, with active management of urban wetlands emerging as the lowest regret option"
18239,WB-2016-9.txt," The analysis also found that, faced with climate change and fast urban development, wetlands would not be sufficient to protect Colombo against severe floods"
18240,WB-2016-9.txt," This means that proactive urban planning and land use management are essential to protect existing wetlands, provide incentives for vulnerable populations to move to safe areas, and reduce future exposure of people and assets"
18241,WB-2016-9.txt,"

within a consistent strategy"
18242,WB-2016-9.txt," Projects following these methodologies that are being piloted by the World Bank include water supply in Lima, flood risk management in Ho Chi Minh City and Colombo (box 3"
18243,WB-2016-9.txt,"5), hydropower investment in Nepal, and road network resilience in Peru and across Africa"
18244,WB-2016-9.txt,"
Finally, better-designed infrastructure and public investment will translate into reduced vulnerability only if infrastructure designs are respected during the construction phase"
18245,WB-2016-9.txt," Studies show that most of the deaths after earthquakes occur in countries with a high level of public sector corruption, where building norms are not enforced, and where public buildings are often not built according to the designed standards (Ambraseys and Bilhan 2011; Escaleras, Anbarci, and Register 2007)"
18246,WB-2016-9.txt," The same is likely true for climate-related disasters such as floods and storms, although data are not available"
18247,WB-2016-9.txt,"
The Global Program for Safer Schools, created by the World Bank and the GFDRR, aims at making school facilities and

the communities they serve more resilient to natural hazards, with a strong focus on the enforcement of building norms"
18248,WB-2016-9.txt," It supports a safety diagnostic of schools in Lima, Peru, and provides technical assistance in Mozambique to optimize the delivery of resilient schools at the local level--targeting both government and community construction"
18249,WB-2016-9.txt, Similar actions exist in other sectors
18250,WB-2016-9.txt," For example, the World Health Organization, the International Strategy for Disaster Reduction, and the World Bank partnered in 2008 in the ""Safe Hospitals"" initiative to help health facilities withstand natural shocks"
18251,WB-2016-9.txt,"
Improved property rights to incentivize resilience investments
One reason why poor people lose a larger share of their assets and income is that they live in buildings with low resistance to natural hazards"
18252,WB-2016-9.txt," In Latin America, a 1993 inventory found 37 percent of its housing stock

T hreat M u ltiplier : C limate C hange , D isasters , and P oor P eople 1 0 1

TABLE 3"
